event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-09 07:15:50 UTC,purchase,1701393,2053013553031414015,computers.peripherals.monitor,acer,218.54,569000557,ed116ad2-bea8-4876-a564-f4bc6be2e9d2
2019-11-10 23:13:38 UTC,purchase,26300084,2053013563584283495,,lucente,510.18,518735520,22d513bb-8b2c-436f-b4ed-42f04cef8900
2019-11-11 14:24:23 UTC,cart,54400005,2146551904958677622,,appollo,115.83,527951683,230e73cf-bc49-4952-811a-4572b898c21f
2019-11-09 11:13:13 UTC,purchase,12701709,2053013553559896355,,matador,89.58,515488495,9b8c7ab9-d412-4f70-9bd0-f4caa05cd34d
2019-11-14 14:26:25 UTC,view,1201292,2172371436436455782,electronics.tablet,apple,360.09,512621060,76a5ff56-6ac6-4eaa-b554-7ebe34b258a6
2019-11-01 06:16:27 UTC,view,1004838,2053013555631882655,electronics.smartphone,oppo,178.87,532900269,c0aa9968-f600-42b7-aa1c-8b80f099093f
2019-11-08 12:28:28 UTC,cart,3100267,2053013555262783879,appliances.kitchen.blender,vitek,39.68,541538316,4f9a2305-9b9b-4ba0-acf9-45a6826eb0ae
2019-11-08 12:26:37 UTC,cart,1005266,2053013555631882655,electronics.smartphone,xiaomi,136.1,535050444,01a225a1-4c79-455a-8b68-794af9a9ec16
2019-11-11 06:17:28 UTC,purchase,11800008,2053013561243861733,,,46.09,560526194,2ff1842e-cdfc-4a2c-b60f-7064b5eace79
2019-11-14 10:31:41 UTC,purchase,1005135,2053013555631882655,electronics.smartphone,apple,1644.08,549186298,fd63daac-aeb8-4e58-9439-3137920d13e6
2019-11-13 14:59:14 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,127.05,569686496,66036ae3-476a-443d-9594-4604818e3496
2019-11-04 07:48:05 UTC,purchase,1004238,2053013555631882655,electronics.smartphone,apple,1208.01,512918492,e3f91291-01f7-4563-bc0c-c7ad6dd93412
2019-11-06 01:32:38 UTC,view,28703876,2053013565069067197,apparel.shoes.keds,nike,57.45,514264069,4f3b56a3-3602-4a9c-9f7a-71c8296707f5
2019-11-06 04:49:19 UTC,cart,1002633,2053013555631882655,electronics.smartphone,apple,378.39,567760540,7cfcfe39-b3d3-4946-b2d1-88cac17379cb
2019-11-01 13:46:48 UTC,view,3601022,2053013563810775923,appliances.kitchen.washer,atlant,281.86,524891123,f82e370b-67f6-4905-a083-4be6dca1aa49
2019-11-11 08:26:24 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,494.17,512917533,e98e9816-f8bc-4f70-8430-6b351ff7e506
2019-11-13 22:19:50 UTC,cart,33300016,2134905045102100487,furniture.kitchen.table,,64.35,513527542,1a61627a-7915-4628-93aa-1e31a7aaacd8
2019-11-11 16:48:11 UTC,view,13300169,2053013557166998015,,askona,218.54,512894068,8e4505f7-a893-4004-97dd-4f297e6bea1e
2019-11-09 07:49:54 UTC,cart,26403535,2053013563651392361,,,67.96,535771287,b9305992-7063-419f-8ffa-d878783c7990
2019-11-11 07:30:53 UTC,cart,1002633,2053013555631882655,electronics.smartphone,apple,378.39,518338463,672d0a4d-4c32-4f38-9d04-185755720d71
2019-11-06 11:08:41 UTC,cart,1004870,2053013555631882655,electronics.smartphone,samsung,269.48,567663705,447a2297-3bbf-4ebc-9989-58a1b39cb096
2019-11-05 12:05:58 UTC,view,1305977,2053013558920217191,computers.notebook,apple,2548.07,551766225,fa7bc8b1-e4ac-4bcf-97af-780b74c04e47
2019-11-10 09:42:08 UTC,purchase,4804660,2053013554658804075,electronics.audio.headphone,xiaomi,23.1,553870246,cbc63e0a-b797-4991-8410-4e635099767d
2019-11-04 15:23:44 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.36,515799281,bacb60bf-35a2-4d62-ab41-8eb0fc3a5663
2019-11-07 10:43:17 UTC,cart,1004870,2053013555631882655,electronics.smartphone,samsung,269.48,524214162,9de94680-f038-407a-99dd-c9fb06803ee6
2019-11-12 09:36:38 UTC,cart,11400446,2053013558458843721,,xiaomi,14.41,516273076,8c7e8c1d-221f-4e3f-94d8-ad860f6e75b4
2019-11-02 12:51:10 UTC,purchase,1004871,2053013555631882655,electronics.smartphone,samsung,272.08,538378133,04a244a1-0152-4c50-b793-c2f3cb98a1aa
2019-11-12 08:08:13 UTC,cart,29502692,2053013566453186567,,maxler,20.34,527545823,1d31c008-fa8c-4df8-8606-5d9260a2745f
2019-11-09 02:54:31 UTC,view,1004901,2053013555631882655,electronics.smartphone,oppo,560.89,549034491,e1bccbdb-cf50-4612-a775-9f47c2714290
2019-11-13 07:50:45 UTC,cart,1005014,2053013555631882655,electronics.smartphone,samsung,496.34,516091648,3de381bd-fbba-499e-85cc-56ff03871b2d
2019-11-03 08:34:50 UTC,purchase,16700844,2053013559901684381,furniture.kitchen.chair,zeta,16.96,566977827,271fb231-829e-4d8c-ba1f-e89c54a00e34
2019-11-09 19:23:30 UTC,view,3700467,2053013565983425517,appliances.environment.vacuum,vitek,46.28,516067461,64fde1a1-4186-4ad0-b2e3-575123d2d235
2019-11-10 05:50:41 UTC,cart,15500329,2053013557569651219,,veston,39.9,538514326,e64855ed-c1e1-4def-8174-1968c6268f6f
2019-11-08 08:19:40 UTC,purchase,1004836,2053013555631882655,electronics.smartphone,samsung,226.51,513646525,65d94b6d-e799-45cb-a061-2529e7d64ec8
2019-11-14 16:37:03 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.0,515198690,71a30c91-b464-4ff0-8335-9e2210b1e959
2019-11-14 06:01:45 UTC,cart,4300183,2053013552385491165,,electrolux,89.81,571307770,f0ce73aa-a279-4d67-99c3-670da9b8ff5e
2019-11-07 12:35:53 UTC,cart,1004665,2053013555631882655,electronics.smartphone,samsung,824.4,561259160,3451bcb6-112d-424b-88c8-5fdd0db5d878
2019-11-07 04:40:18 UTC,view,12300653,2053013556311359947,construction.tools.drill,makita,142.86,519272055,d1c6bd31-ac30-4f99-a578-3ff3a36a14a2
2019-11-08 13:45:03 UTC,cart,1002524,2053013555631882655,electronics.smartphone,apple,565.78,545059505,8e6b6e56-3609-4f26-b7b1-42196c101ba7
2019-11-12 20:34:10 UTC,cart,12719674,2053013553559896355,,comforser,52.77,544883754,f094f9b7-668b-4984-b03b-171ce49a7732
2019-11-13 17:11:24 UTC,cart,1801772,2053013554415534427,electronics.video.tv,changhong,360.11,529030411,a2e90203-5108-46e8-a321-1e5d827ec8d5
2019-11-10 11:40:59 UTC,cart,1002532,2053013555631882655,electronics.smartphone,apple,566.04,551462629,840d6f25-9588-4176-ba20-aa4af288f90a
2019-11-09 07:53:33 UTC,purchase,26300353,2053013563584283495,,lucente,169.89,514958202,b0f4d4b0-87d0-44ce-b859-c99ac054ae08
2019-11-11 13:00:15 UTC,view,1003317,2053013555631882655,electronics.smartphone,apple,946.58,520053570,6c2c1d8d-7c7c-438c-b221-84013a626021
2019-11-13 10:07:04 UTC,cart,12700931,2053013553559896355,,nokian,53.03,519194703,b6cf016b-f744-4825-b248-836ebb7d7c3b
2019-11-13 15:57:23 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,914.23,569259390,064e7362-ad4e-431a-836c-7da7ffc75b6a
2019-11-13 22:59:42 UTC,cart,5801656,2053013553945772349,electronics.audio.subwoofer,element,131.28,567756979,627da208-d5e3-4f3c-b91c-6bc3a5d8ff28
2019-11-14 07:25:17 UTC,purchase,12701602,2053013553559896355,,matador,39.9,555142820,69b17df8-2341-44aa-8e83-9d75d7e9f7cd
2019-11-08 06:43:11 UTC,cart,3601553,2053013563810775923,appliances.kitchen.washer,lg,471.54,567540521,0a3f3058-1d2d-4ce6-9192-db45a11fbe03
2019-11-05 05:33:26 UTC,purchase,1003317,2053013555631882655,electronics.smartphone,apple,946.95,530957715,96bb8c99-416e-421c-a4a7-6b5123918ad9
2019-11-09 04:12:04 UTC,cart,12718592,2053013553559896355,,triangle,42.92,569181579,35810ba9-cd0e-4832-bcfb-f267b7d69540
2019-11-12 07:04:51 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.55,570442938,0563f9d9-bdd2-427f-982c-cec9bc9322f3
2019-11-07 06:15:40 UTC,purchase,1002540,2053013555631882655,electronics.smartphone,apple,469.77,555938406,af0a91b8-8f66-42a9-a5c1-b3088468dac7
2019-11-01 20:15:06 UTC,view,5700218,2053013553970938175,auto.accessories.player,alpine,187.65,559534169,b90235d2-2aec-4180-8a59-7a994f9c328f
2019-11-01 11:17:36 UTC,cart,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.79,561124745,04fbac6d-06bf-4e15-99c2-f566bf4eaebb
2019-11-06 05:44:55 UTC,purchase,12709203,2053013553559896355,,,36.55,568054325,0854a91a-68a1-4986-93bc-bbb6c7c9f1aa
2019-11-09 07:18:55 UTC,view,5100568,2053013553341792533,electronics.clocks,apple,485.96,522319285,c77bd579-35e7-45f8-b34f-01f163c2e604
2019-11-14 06:10:44 UTC,cart,1004249,2053013555631882655,electronics.smartphone,apple,739.21,513498216,294b0fdc-9423-424e-80a0-0ff4abbeb0f3
2019-11-01 07:51:47 UTC,cart,1004720,2053013555631882655,electronics.smartphone,huawei,125.61,553036616,0a22c049-a90c-43cf-bc57-e03d4f8bd3f8
2019-11-01 04:25:19 UTC,view,15700078,2053013559733912211,,brw,274.65,517929158,6b27a48b-c748-462f-983e-6737f5c01e1f
2019-11-08 06:02:18 UTC,cart,12707153,2053013553559896355,,,32.69,554822604,83851ecd-c6d0-4156-9988-d368af0db743
2019-11-01 16:36:01 UTC,purchase,14701406,2053013557133443581,furniture.living_room.cabinet,,128.68,559759959,9a522432-703f-4b0d-a930-c613bd4717b3
2019-11-09 14:24:45 UTC,view,12707153,2053013553559896355,,,32.69,513310084,b1e18aa2-4317-4f4c-89cd-dedf6535cfd2
2019-11-07 14:26:57 UTC,view,54400007,2146551904958677622,,appollo,102.96,560719930,8beaa821-be40-46cb-b69c-183264d93cdf
2019-11-06 06:03:45 UTC,purchase,1004904,2053013555631882655,electronics.smartphone,huawei,107.6,512659418,c65b8ee5-ab69-41cb-b007-c3c9102276cd
2019-11-11 14:21:26 UTC,purchase,4804056,2053013554658804075,electronics.audio.headphone,apple,159.58,562956380,75a0a39c-e557-485d-985e-4baef383a9a4
2019-11-14 18:21:25 UTC,cart,22700069,2053013556168753601,,force,38.61,514318006,c73a87c1-dc6f-455f-a267-1bd5479a1fc9
2019-11-06 15:47:42 UTC,purchase,12718591,2053013553559896355,,triangle,44.02,568231958,1c016d5d-0616-43af-a6e9-2c7540f36cac
2019-11-14 18:43:02 UTC,cart,1801805,2053013554415534427,electronics.video.tv,artel,242.4,512544145,8977bf70-950e-47b0-9de1-d82e8ae45e01
2019-11-14 19:01:39 UTC,cart,1004785,2053013555631882655,electronics.smartphone,huawei,264.78,571578725,42a47e98-a7a3-4d13-9d0e-fd936a27b16f
2019-11-11 09:02:50 UTC,cart,3601485,2053013563810775923,appliances.kitchen.washer,lg,321.5,516851795,5134fcab-46e0-43fb-9f41-8a7453d42456
2019-11-12 16:37:40 UTC,view,1004888,2053013555631882655,electronics.smartphone,samsung,226.22,528360600,089f7555-bedd-4997-aa6f-6794200a0fa8
2019-11-11 05:19:27 UTC,view,5100626,2053013553341792533,electronics.clocks,apple,643.26,565757244,ab3112e7-cc24-433d-ba9d-668dba808d7e
2019-11-01 14:31:17 UTC,view,17300643,2053013553853497655,,,46.33,515134242,90e20d75-a208-4ad8-93d1-58f23d18ea5e
2019-11-08 10:46:13 UTC,purchase,12720600,2053013553559896355,,joyroad,36.81,513268645,62e4e3d4-f2f4-48cc-b780-29368724a8d5
2019-11-11 11:09:23 UTC,cart,1004874,2053013555631882655,electronics.smartphone,samsung,352.14,542088547,ddb8a383-1e12-450b-b7a8-5997cf25da59
2019-11-12 05:51:52 UTC,cart,12300191,2053013556311359947,construction.tools.drill,dewalt,192.4,513489780,9944ab2d-8909-498f-a026-0cc235374805
2019-11-14 18:20:45 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,159.33,514346815,e196ce22-7bf8-4a72-90cb-d797a22feb35
2019-11-12 14:25:35 UTC,cart,1002544,2053013555631882655,electronics.smartphone,apple,458.1,570603225,07708b62-d42b-4887-b899-e1c515ce950b
2019-11-11 17:13:41 UTC,cart,1005160,2053013555631882655,electronics.smartphone,xiaomi,204.64,560958428,38b4caf5-5f0e-4ddf-a56b-919e8ab89862
2019-11-11 12:59:38 UTC,cart,1004870,2053013555631882655,electronics.smartphone,samsung,271.21,514017150,42cb418c-b9d4-4eec-b7dd-f511f0014ac6
2019-11-01 08:58:48 UTC,cart,1005008,2053013555631882655,electronics.smartphone,xiaomi,94.44,516972522,db30852a-3dfb-48ef-a170-8fa18c163c45
2019-11-04 12:16:23 UTC,purchase,3601423,2053013563810775923,appliances.kitchen.washer,candy,236.91,567070534,76bafd25-0117-463d-90df-02d128d1d668
2019-11-08 20:17:30 UTC,view,15100226,2053013557024391671,,,736.96,515269875,42ef16b4-5b61-40e5-a054-51258d805500
2019-11-14 17:52:35 UTC,cart,2600158,2053013563970159485,,,172.72,558412320,82f2f677-039b-4a2d-bb7a-d11efa59438b
2019-11-14 18:38:30 UTC,cart,22700127,2053013556168753601,,stels,100.65,535514404,c7444bef-eb75-4947-9bbb-7f7fdbf4bfef
2019-11-13 12:13:29 UTC,cart,28721262,2116907519078040377,apparel.shoes,legre,82.63,515656372,55824882-642b-4fb0-a260-9422bc5dcd6e
2019-11-14 08:28:02 UTC,cart,1005159,2053013555631882655,electronics.smartphone,xiaomi,202.82,513697552,968e6811-d9fb-4b59-961c-6360eb01ad57
2019-11-06 05:23:25 UTC,purchase,1004836,2053013555631882655,electronics.smartphone,samsung,227.02,568051018,d666cd05-03a4-46fe-b390-827937e468a8
2019-11-10 09:26:08 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.64,569633094,07328de1-4bf7-48f6-a6d6-4a1a69e1550d
2019-11-06 03:13:41 UTC,view,1004965,2053013555631882655,electronics.smartphone,oppo,900.9,514452912,e5b6e851-c15c-4ebb-aadc-102bb6a9eef3
2019-11-07 08:24:30 UTC,purchase,1005144,2053013555631882655,electronics.smartphone,apple,1628.07,568044773,6a27a318-1122-41e0-b063-40530a40d1ab
2019-11-12 18:53:43 UTC,cart,12703015,2053013553559896355,,cordiant,42.99,527808837,b4d482a0-8cd9-4129-b41f-c51539441765
2019-11-06 18:32:36 UTC,view,1002629,2053013555631882655,electronics.smartphone,apple,378.39,560783885,58250b9a-7d7e-4df5-982d-2b67393f5f7e
2019-11-07 07:42:51 UTC,cart,1004839,2053013555631882655,electronics.smartphone,oppo,167.06,519079007,9f5100cb-ce94-4629-99a4-5bbdb137f73c
2019-11-11 06:29:19 UTC,purchase,12711053,2053013553559896355,,tunga,32.69,565804895,1b387742-c072-431f-95fa-c19c34eb7de8
2019-11-01 11:20:21 UTC,purchase,1801448,2053013554415534427,electronics.video.tv,shivaki,307.97,566429587,a1ae98c9-ee45-433d-beaf-6d47c4387a95
2019-11-01 09:13:08 UTC,view,17000004,2053013558391734853,computers.desktop,sv,191.25,563303782,166ea9ea-fc25-42fe-9e34-e1cfcd8a7a2b
2019-11-04 10:35:03 UTC,purchase,5100816,2053013553375346967,,xiaomi,29.56,532016417,4f06765e-08e3-468e-9338-41d66843a771
2019-11-03 18:02:25 UTC,purchase,26800064,2053013564641248165,,,463.07,513783008,e8ec492b-8211-405c-b13a-4f0f91b4c8f3
2019-11-05 09:19:50 UTC,purchase,12703015,2053013553559896355,,cordiant,42.99,516286821,3e20308d-ad30-4cdc-a746-dd746634dd16
2019-11-14 18:32:43 UTC,cart,31500157,2053013558031024687,,luminarc,51.46,512712698,0ab3b22a-3263-4d9e-a8f0-c03994da9e1f
2019-11-12 09:56:46 UTC,purchase,26403292,2053013563651392361,,,246.85,570170572,b30439fe-6b83-42ce-9ce7-697696a3b286
2019-11-09 06:43:07 UTC,cart,12800417,2053013552788144369,,kingston,4.89,566304350,dd5b851f-315e-44c1-bc60-86a315e095f9
2019-11-14 16:42:28 UTC,view,15100350,2053013557024391671,,,334.37,518618804,70bad183-9eee-4c82-8d3d-ad60bc77669e
2019-11-12 06:43:02 UTC,view,3701244,2053013565983425517,appliances.environment.vacuum,elenberg,33.44,543751310,43d588a1-e74f-4b87-ad91-4d7aa970419c
2019-11-03 16:42:01 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,195.01,553567736,46da68d8-c969-424b-ab85-598edabc315e
2019-11-14 06:05:12 UTC,view,1801690,2053013554415534427,electronics.video.tv,samsung,381.72,557627494,4ff5bab5-1dd4-4d27-89b0-bce91e024197
2019-11-05 04:50:03 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,131.66,513201836,8fc66cce-c35d-47a7-a2e3-ab2c42348cc2
2019-11-11 13:47:50 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,127.34,570161315,9f74c9df-291d-4344-b0d3-813156ad1c07
2019-11-14 04:56:54 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.23,513565797,ec1bca65-492e-443a-8964-bcbb8a872781
2019-11-14 12:17:59 UTC,cart,1002629,2053013555631882655,electronics.smartphone,apple,378.39,570875368,40ac249f-5e18-4a91-a527-5fc15e635447
2019-11-11 12:15:12 UTC,view,1005160,2053013555631882655,electronics.smartphone,xiaomi,204.71,535744076,6e320f81-8713-4d11-9f64-12705e5d00e8
2019-11-10 04:44:49 UTC,cart,1002544,2053013555631882655,electronics.smartphone,apple,494.17,563360181,3251a55f-b2a4-4697-9e91-9abbd54f1502
2019-11-14 08:58:54 UTC,view,1801832,2053013554415534427,electronics.video.tv,shivaki,115.58,571370587,6b00ba2f-81a6-4d57-bda6-886d86e75fbc
2019-11-14 17:31:29 UTC,view,2240123,2053013560555995845,,sony,1605.07,512526751,7ba05403-36ce-44e7-9085-8ca897ae48e9
2019-11-03 07:40:12 UTC,cart,12700937,2053013553559896355,,nokian,91.64,514703211,2094030a-4d8a-497e-bf90-f1267c3ecbd8
2019-11-11 15:50:52 UTC,cart,12709380,2053013553559896355,,viatti,38.1,570209848,47fa170e-a814-4824-a997-57f56ff06220
2019-11-04 08:08:24 UTC,view,1500372,2053013552955916539,computers.peripherals.printer,epson,628.84,514635421,e1dbea8e-2b01-4dc3-aa5c-6e1d63d53feb
2019-11-14 18:10:12 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.0,513382019,4c28ff40-10cd-4e55-b709-abc4535f06cf
2019-11-02 14:28:52 UTC,cart,5100376,2053013553341792533,electronics.clocks,xiaomi,69.44,560759348,d48c6f21-2f39-4677-9cbf-9e14bc1e4d36
2019-11-10 17:09:25 UTC,purchase,26300084,2053013563584283495,,lucente,510.18,538116071,306910ff-d47e-49db-9ed7-49a84dbbec59
2019-11-09 03:55:07 UTC,view,13105391,2053013553526341921,,nz,190.48,568776569,c4eed57b-ec5b-4be0-9f6d-87ff946c2733
2019-11-13 11:50:55 UTC,view,18400044,2053013553912217915,,alphard,249.68,551316968,b7eeb6ce-99af-42fe-a5b5-3a77a3e0b3ad
2019-11-10 10:50:47 UTC,cart,4300072,2053013552385491165,,timberk,38.59,563900521,542b63e5-0f79-5506-25bd-c4edb242704a
2019-11-07 10:14:57 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,915.69,514458748,948efca9-c20b-4101-900e-8ee5dbb8451b
2019-11-08 07:28:31 UTC,cart,9200110,2053013552913973497,computers.peripherals.keyboard,delux,10.27,512466330,5d949624-0f49-4755-be40-f5505f66ec1f
2019-11-04 16:00:52 UTC,view,3300317,2053013555355058573,,vitek,58.95,514727256,e8c028dd-cad1-4707-8b20-3ce55a145b02
2019-11-05 14:23:49 UTC,purchase,1004250,2053013555631882655,electronics.smartphone,apple,778.35,512389317,cceeff5f-694b-4f25-9b77-3a2866108a2b
2019-11-12 12:18:18 UTC,cart,1004659,2053013555631882655,electronics.smartphone,samsung,715.33,564267676,bd352ed2-3f54-4469-84ab-555aa94be019
2019-11-09 12:05:26 UTC,cart,26300077,2053013563584283495,,lucente,237.33,513207173,21834420-bce6-4c2d-b40e-20acfcc5087e
2019-11-09 02:16:15 UTC,cart,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.63,546132053,e967968b-28a3-448e-be76-7d31b684e453
2019-11-11 15:33:43 UTC,cart,26800053,2053013564641248165,,xiaomi,592.03,570053080,d16890be-ca8e-4174-9aad-cbce530c4ae0
2019-11-01 13:17:11 UTC,cart,1004833,2053013555631882655,electronics.smartphone,samsung,172.22,566235902,f18719ad-87f5-41e0-9d42-ddf396d0d794
2019-11-08 06:10:43 UTC,cart,1307314,2053013558920217191,computers.notebook,hp,993.33,568803578,d324412f-eb4b-43e5-9641-8189aa7a5845
2019-11-06 08:26:50 UTC,view,4804137,2053013554658804075,electronics.audio.headphone,huawei,101.62,544006104,fb9b9c33-bb9c-44f7-876f-11ce191d1deb
2019-11-12 14:21:05 UTC,purchase,1004873,2053013555631882655,electronics.smartphone,samsung,350.05,526668702,ca3d8eeb-e54e-47d3-ae82-bbd7c97ba326
2019-11-02 06:41:05 UTC,cart,5100855,2053013553341792533,electronics.clocks,apple,547.69,512490712,4db23f8e-c766-4b1b-9e03-89a58d9014a6
2019-11-11 05:42:51 UTC,view,20100098,2053013559473865347,,nika,32.43,535103713,f7cc0a06-7dbc-4c0d-a4b7-ef10b042a158
2019-11-04 19:08:52 UTC,view,4700542,2053013560899928785,auto.accessories.videoregister,anytek,79.8,537256305,77a70d95-47e9-6aa0-435f-0402a13e6c8b
2019-11-14 18:58:59 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.0,567674548,637d9575-ab7d-4f46-85a1-41b379f04b3a
2019-11-14 06:31:11 UTC,cart,26400265,2053013563651392361,,lucente,170.15,571315167,6145787f-38b2-4f87-a839-439e450eef62
2019-11-08 10:27:54 UTC,purchase,1801805,2053013554415534427,electronics.video.tv,artel,242.45,568901891,4566d20e-9c07-4c32-a3c2-3a7b562a2ce1
2019-11-13 11:33:23 UTC,cart,12719054,2053013553559896355,,triangle,52.51,534482594,dbd50da2-6f9f-4f40-bfab-ff6e06ccc016
2019-11-10 07:23:13 UTC,cart,5600055,2053013552293216471,appliances.environment.air_heater,ballu,64.84,536189654,7302395d-090b-425f-8e46-965072f24faa
2019-11-04 02:10:26 UTC,purchase,5100503,2053013553375346967,,xiaomi,22.67,523841093,e9424313-d8f9-46e2-a4cd-a980cf6461ea
2019-11-08 09:30:30 UTC,cart,1801690,2053013554415534427,electronics.video.tv,samsung,381.74,568475720,ff626ee6-5f14-477b-b731-d6f5fb7fc056
2019-11-07 14:58:25 UTC,purchase,2601299,2053013563970159485,,dauscher,445.29,522856612,fadf0511-d731-4976-9dd2-e64e6aaca247
2019-11-02 20:57:05 UTC,purchase,26300084,2053013563584283495,,lucente,510.18,514643474,2c1f6542-3de6-4d5b-af8b-dc8601af277f
2019-11-06 16:23:14 UTC,cart,1004838,2053013555631882655,electronics.smartphone,oppo,178.9,568250601,4b7653b3-b71d-41c4-8f26-dc8e83b3350d
2019-11-08 05:14:26 UTC,cart,1801766,2053013554415534427,electronics.video.tv,artel,155.71,532084716,1c486a85-da18-4a3d-b7a9-616b37b49046
2019-11-12 16:48:36 UTC,view,18700019,2053013555380224399,,,391.52,565017563,8b8267de-111a-4326-ab71-937715a2f43d
2019-11-01 09:24:22 UTC,cart,1004836,2053013555631882655,electronics.smartphone,samsung,229.9,547729127,e3d6be84-14db-41cf-aefa-1eabfddcd037
2019-11-14 16:16:54 UTC,cart,1003312,2053013555631882655,electronics.smartphone,apple,745.86,570597228,2d34a5a4-2985-42df-be90-1cfeecad25b6
2019-11-12 19:49:25 UTC,view,13100781,2053013553526341921,,alutec,592.3,539941524,7b9cda5a-8283-4b07-80b7-61834b6ae425
2019-11-13 11:40:32 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,194.1,560496093,fe114647-a58a-4fda-9575-52d25ed8d141
2019-11-07 04:50:59 UTC,purchase,4804137,2053013554658804075,electronics.audio.headphone,huawei,101.62,528467416,783df288-e69b-476d-b951-67f164d05bc8
2019-11-14 18:16:26 UTC,cart,5300157,2053013563173241677,,philips,38.59,512654220,b496324f-fd0c-4545-9a6a-9ada17a937e3
2019-11-03 03:01:09 UTC,cart,12300108,2053013556311359947,construction.tools.drill,bosch,46.57,512469394,27ced9dd-1c66-429e-a6d7-9b51c0cabd36
2019-11-12 11:01:55 UTC,purchase,28720360,2053013565782098913,apparel.shoes,ergo,125.36,514076257,df1171d7-1515-444e-8d75-300467b4244c
2019-11-12 04:16:43 UTC,cart,8800313,2053013555573162395,electronics.telephone,nokia,37.85,570002606,f1ab1699-102c-461a-8a26-991513bef411
2019-11-05 19:36:28 UTC,purchase,3601212,2053013563810775923,appliances.kitchen.washer,lg,396.79,536381810,207a1eb4-7851-43b1-bb25-f4ebce1a03fd
2019-11-07 08:56:18 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,131.66,566714158,4fd69747-b25c-435e-a370-f79e25036144
2019-11-12 13:26:29 UTC,purchase,3601421,2053013563810775923,appliances.kitchen.washer,lg,398.72,565992585,f989fbba-4333-4e83-88df-e43cb3481e86
